place_name,category,cost_category,indoor_outdoor,popularity_rating,destination_city
Kumar Mess,Foodie / Culture Seeker,Budget,indoor,1,Madurai
Sree Sabarees,Foodie / Budget Backpacker,Budget,indoor,1,Madurai
Amsavalli Bhavan,Foodie / Budget Backpacker,Budget,indoor,1,Madurai
Konar Kadai (Mutton Stall),Foodie / Culture Seeker,Budget,outdoor,1,Madurai
Heritage Madurai Restaurant,Foodie / Romantic Couple,Mid-range,indoor,2,Madurai
Meenakshi Temple Evening Ceremony,Spiritual Traveler / Culture Seeker,Budget,both,1,Madurai
Thirumalai Nayak Palace Light & Sound Show,Culture Seeker / Family Planner,Budget,outdoor,1,Madurai
Alagar Hills Trekking,Adventure Seeker / Spiritual Traveler,Budget,outdoor,4,Madurai
Keelakuyilkudi Jain Caves,Culture Seeker / Adventure Seeker,Budget,outdoor,2,Madurai
Ancient Inscriptions at Samanar Hills,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Madurai
Rajaji Park,Nature Lover / Family Planner,Budget,outdoor,1,Madurai
Tamukkam Ground,Culture Seeker / Family Planner,Budget,outdoor,1,Madurai
Gopuram View from Temple Terrace,Culture Seeker / Nature Lover,Budget,outdoor,1,Madurai
Vaigai Dam Sunset Point,Nature Lover / Romantic Couple,Budget,outdoor,1,Madurai
Madurai Silk Saree Weaving Center,Culture Seeker / Shopper / Urban Explorer,Budget,indoor,2,Madurai
Handloom Co-operative Society,Shopper / Culture Seeker,Budget,indoor,2,Madurai
Madurai Flower Market,Culture Seeker / Shopper / Urban Explorer,Budget,outdoor,2,Madurai
Banana Market Madurai,Culture Seeker / Shopper,Budget,outdoor,1,Madurai
Madurai Heritage Walk,Culture Seeker / Budget Backpacker,Budget,outdoor,3,Madurai
Village Tourism near Madurai,Culture Seeker / Nature Lover,Budget,outdoor,4,Madurai
Arulmigu Sri Subramania Swamy Temple Tirupparankundram,Spiritual Traveler / Culture Seeker,Budget,both,3,Madurai
Arulmigu Koodal Sangam Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Madurai
Arulmigu Vilakku Vinayagar Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Madurai
Arulmigu Solaimalai Murugan Temple,Spiritual Traveler / Nature Lover,Budget,both,2,Madurai
Sri Kallazhagar Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Madurai
Arulmigu Periyanachchiyamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Madurai
Arulmigu Ayya Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Madurai
Sri Vaithyanatha Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Madurai
Nagamalai Vinayagar Temple,Spiritual Traveler / Adventure Seeker,Budget,both,2,Madurai
Arulmigu Kurangani Andavar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Madurai
CSI Cathedral Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Madurai
Fatima Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Madurai
Sacred Heart Church Madurai,Spiritual Traveler / Culture Seeker,Budget,both,1,Madurai
St. George Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Madurai
Tipu Sultan Palace,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Madurai
Keezhadi Museum,Culture Seeker / Budget Backpacker,Budget,indoor,2,Madurai
Athisayam Water Theme Park,Family Planner / Adventure Seeker,Mid-range,outdoor,5,Madurai
Yanai Malai (Elephant Hill),Adventure Seeker / Nature Lover,Budget,outdoor,3,Madurai
Nagamalai (Nagamalai Hill),Adventure Seeker / Nature Lover,Budget,outdoor,3,Madurai
Yanaimalai Murugan Temple,Spiritual Traveler / Adventure Seeker,Budget,both,2,Madurai
Kumbakkarai Falls,Nature Lover / Adventure Seeker,Budget,outdoor,4,Madurai
Manjalar Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Madurai
Sothupparai Dam,Nature Lover / Family Planner,Budget,outdoor,3,Madurai
Periyar River View,Nature Lover / Relaxation Lover,Budget,outdoor,1,Madurai
Cholavandan Waterfalls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Madurai
Madurai Children's Park,Family Planner / Nature Lover,Budget,outdoor,1,Madurai
Nehru Park Madurai,Nature Lover / Family Planner,Budget,outdoor,1,Madurai
Anna Nagar Park,Nature Lover / Relaxation Lover,Budget,outdoor,1,Madurai
Race Course Park,Nature Lover / Family Planner,Budget,outdoor,2,Madurai
Madurai Corporation Park,Nature Lover / Family Planner,Budget,outdoor,1,Madurai
Keezhadi Archaeological Site,Culture Seeker / Budget Backpacker,Budget,outdoor,3,Madurai
Azhagar Hills Trekking,Adventure Seeker / Nature Lover,Budget,outdoor,4,Madurai
Madurai Art Gallery,Culture Seeker / Budget Backpacker,Budget,indoor,2,Madurai
Puthu Mandapam Shopping,Shopper / Urban Explorer / Culture Seeker,Budget,indoor,2,Madurai
North Chitrai Street Shopping,Shopper / Urban Explorer,Budget,outdoor,2,Madurai
Avani Moola Street Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Madurai
Madurai Handicrafts Market,Shopper / Urban Explorer / Culture Seeker,Budget,outdoor,2,Madurai
Madurai Brassware Shopping,Shopper / Urban Explorer,Budget,indoor,2,Madurai
Madurai Jigarthanda Stall,Foodie / Culture Seeker,Budget,outdoor,1,Madurai
Burmese Atho Street Food,Foodie / Budget Backpacker,Budget,outdoor,1,Madurai
Hotel Sree Sabarees,Foodie / Budget Backpacker,Budget,indoor,1,Madurai
Arya Bhavan Restaurant,Foodie / Budget Backpacker,Budget,indoor,1,Madurai
Hotel Surya,Foodie / Budget Backpacker,Budget,indoor,1,Madurai
Junior Kuppanna Madurai,Foodie / Culture Seeker,Mid-range,indoor,1,Madurai
Madurai Cycling Tour,Adventure Seeker / Culture Seeker,Budget,outdoor,3,Madurai
Vaigai River Bank Walk,Nature Lover / Relaxation Lover,Budget,outdoor,1,Madurai
Madurai Photography Tour,Culture Seeker / Budget Backpacker,Budget,outdoor,4,Madurai
Meenakshi Temple Morning Ritual,Spiritual Traveler / Culture Seeker,Budget,both,2,Madurai
Madurai Street Food Tour,Foodie / Culture Seeker,Budget,outdoor,3,Madurai
Tamil Heritage Museum,Culture Seeker / Budget Backpacker,Budget,indoor,2,Madurai
Main Falls (Peraruvi) Courtallam,Nature Lover / Adventure Seeker,Budget,outdoor,3,Thenkasi
Five Falls (Aintharuvi) Courtallam,Nature Lover / Family Planner,Budget,outdoor,3,Thenkasi
Old Courtallam Falls,Nature Lover / Relaxation Lover,Budget,outdoor,3,Thenkasi
Shenbagadevi Falls,Nature Lover / Spiritual Traveler,Budget,outdoor,3,Thenkasi
Small Falls (Chitraruvi),Nature Lover / Family Planner,Budget,outdoor,2,Thenkasi
Tiger Falls (Puliyaruvi),Adventure Seeker / Nature Lover,Budget,outdoor,3,Thenkasi
Honey Falls (Thenaruvi),Adventure Seeker / Nature Lover,Budget,outdoor,3,Thenkasi
Agasthiyar Falls,Adventure Seeker / Nature Lover,Mid-range,outdoor,4,Thenkasi
Manimuthar Waterfalls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Thenkasi
Kasi Viswanathar Temple Tenkasi,Spiritual Traveler / Culture Seeker,Budget,both,3,Thenkasi
Thirukutralanathar Temple Courtallam,Spiritual Traveler / Culture Seeker,Budget,both,2,Thenkasi
Thirumalai Kovil (Panpoli),Spiritual Traveler / Nature Lover,Budget,both,3,Thenkasi
Sankaranarayana Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Thenkasi
Kulasekharanathar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thenkasi
Shenbagadevi Amman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thenkasi
Kannimaramman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thenkasi
Ayikudi Balasubramanya Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thenkasi
Sivasailam Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thenkasi
Chitra Sabai Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thenkasi
Papanasam Dam,Nature Lover / Family Planner,Budget,outdoor,3,Thenkasi
Manimuthar Dam,Nature Lover / Relaxation Lover,Budget,outdoor,3,Thenkasi
Gundaru Dam,Nature Lover / Romantic Couple,Budget,outdoor,2,Thenkasi
Karuppanadhi Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Thenkasi
Thirumalapuram Rock-Cut Cave Temples,Culture Seeker / Adventure Seeker,Budget,outdoor,3,Thenkasi
Siva Gangai Waterfalls & Temple,Spiritual Traveler / Nature Lover,Budget,outdoor,3,Thenkasi
Western Ghats Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,2,Thenkasi
Thoranamali Hills Trekking,Adventure Seeker / Nature Lover,Budget,outdoor,4,Thenkasi
Mekkarai Amusement Park,Family Planner / Adventure Seeker,Mid-range,outdoor,4,Thenkasi
Eco Park Courtallam,Nature Lover / Family Planner,Budget,outdoor,2,Thenkasi
Sundarapandiyapuram Agraharam,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Thenkasi
Anniyan Para (Film Location),Culture Seeker / Nature Lover,Budget,outdoor,2,Thenkasi
Mekkarai Village Tour,Culture Seeker / Nature Lover,Budget,outdoor,3,Thenkasi
Sambavar Vadakarai (Sunflower Fields),Nature Lover / Romantic Couple,Budget,outdoor,2,Thenkasi
Tenkasi Main Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Thenkasi
Courtallam Market Area,Shopper / Urban Explorer,Budget,outdoor,2,Thenkasi
Herbal Products Market,Shopper / Culture Seeker,Budget,outdoor,2,Thenkasi
Courtallam Local Food Stalls,Foodie / Culture Seeker,Budget,outdoor,1,Thenkasi
Saravana Bhavan Tenkasi,Foodie / Budget Backpacker,Budget,indoor,1,Thenkasi
Hotel Aryaas Tenkasi,Foodie / Budget Backpacker,Budget,indoor,1,Thenkasi
Tenkasi Biryani Center,Foodie / Budget Backpacker,Budget,indoor,1,Thenkasi
Sri Krishna Sweets,Foodie / Budget Backpacker,Budget,indoor,1,Thenkasi
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,indoor,1,Thenkasi
Agasthiyar Falls Trekking,Adventure Seeker / Nature Lover,Mid-range,outdoor,5,Thenkasi
Forest Bathing at Courtallam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Thenkasi
Courtallam Valley View,Nature Lover / Romantic Couple,Budget,outdoor,1,Thenkasi
Papanasam Dam Sunset Point,Nature Lover / Romantic Couple,Budget,outdoor,1,Thenkasi
Chittar River Banks,Nature Lover / Relaxation Lover,Budget,outdoor,2,Thenkasi
Tenkasi Heritage Walk,Culture Seeker / Budget Backpacker,Budget,outdoor,3,Thenkasi
Medicinal Plants Garden,Nature Lover / Culture Seeker,Budget,outdoor,2,Thenkasi
Courtallam Temple Pond,Spiritual Traveler / Nature Lover,Budget,outdoor,1,Thenkasi
Pazhaya Courtallam Falls,Nature Lover / Relaxation Lover,Budget,outdoor,3,Thenkasi
Pazhathotta Falls,Nature Lover / Adventure Seeker,Budget,outdoor,2,Thenkasi
Vana Theertham Falls,Nature Lover / Spiritual Traveler,Budget,outdoor,2,Thenkasi
Irupu Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Thenkasi
Aintharuvi Massage Centers,Relaxation Lover / Nature Lover,Mid-range,indoor,2,Thenkasi
Arulmigu Madaswamy Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Thenkasi
Chitra Sabhai Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thenkasi
Sri Dhanvantari Temple Courtallam,Spiritual Traveler / Culture Seeker,Budget,both,1,Thenkasi
Thiruvengadam Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thenkasi
Veerapandiyamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thenkasi
Esakkiamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,1,Thenkasi
Krishnapuram Venkatachalapathy Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thenkasi
Arulmigu Nellaiyappar Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Thenkasi
Kurumpalanathur Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thenkasi
Sri Siddheswari Peetham,Spiritual Traveler / Culture Seeker,Budget,both,2,Thenkasi
Anggalap Parameshwari Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thenkasi
Kailasanathar Temple Tenkasi,Spiritual Traveler / Culture Seeker,Budget,both,1,Thenkasi
Sambavar River Temple,Spiritual Traveler / Nature Lover,Budget,outdoor,2,Thenkasi
Seevalaperi Pond,Nature Lover / Spiritual Traveler,Budget,outdoor,1,Thenkasi
Hanuman River Banks,Nature Lover / Relaxation Lover,Budget,outdoor,2,Thenkasi
Chittar River Bathing Area,Nature Lover / Relaxation Lover,Budget,outdoor,2,Thenkasi
Karupur Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Thenkasi
Servalar Dam,Nature Lover / Family Planner,Budget,outdoor,2,Thenkasi
Palaruvi Waterfalls (Kerala Border),Nature Lover / Adventure Seeker,Mid-range,outdoor,4,Thenkasi
Western Ghats Forest Reserve,Nature Lover / Adventure Seeker,Budget,outdoor,4,Thenkasi
Agasthiyamalai Hills,Adventure Seeker / Nature Lover,Premium,outdoor,8,Thenkasi
Folk Arts Museum Courtallam,Culture Seeker / Budget Backpacker,Budget,indoor,2,Thenkasi
Tribal Heritage Museum,Culture Seeker / Family Planner,Budget,indoor,2,Thenkasi
Courtallam Herbal Garden,Nature Lover / Culture Seeker,Budget,outdoor,2,Thenkasi
Mekkarai Amusement Centre,Family Planner / Adventure Seeker,Mid-range,outdoor,3,Thenkasi
Ambasamudram Town,Culture Seeker / Urban Explorer,Budget,outdoor,2,Thenkasi
Tenkasi Clock Tower,Culture Seeker / Urban Explorer,Budget,outdoor,1,Thenkasi
Courtallam Falls Park,Nature Lover / Family Planner,Budget,outdoor,2,Thenkasi
Shanmuganallur Village Tourism,Culture Seeker / Nature Lover,Budget,outdoor,3,Thenkasi
Thalaiyuthu Viewpoint,Nature Lover / Romantic Couple,Budget,outdoor,1,Thenkasi
Tenkasi Bus Stand Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Thenkasi
Courtallam Spices Market,Shopper / Culture Seeker,Budget,outdoor,2,Thenkasi
Traditional Oil Market,Shopper / Culture Seeker,Budget,outdoor,1,Thenkasi
Ayurvedic Products Shopping,Shopper / Culture Seeker,Budget,indoor,2,Thenkasi
Courtallam Honey Market,Shopper / Culture Seeker,Budget,outdoor,1,Thenkasi
Hotel Anandha Bhavan Tenkasi,Foodie / Budget Backpacker,Budget,indoor,1,Thenkasi
Vasantha Bhavan Tenkasi,Foodie / Budget Backpacker,Budget,indoor,1,Thenkasi
Grand Sweets Tenkasi,Foodie / Budget Backpacker,Budget,indoor,1,Thenkasi
Courtallam Jigarthanda Stalls,Foodie / Culture Seeker,Budget,outdoor,1,Thenkasi
Local Mess Traditional Food,Foodie / Culture Seeker,Budget,indoor,1,Thenkasi
Manimuthar Falls Trekking,Adventure Seeker / Nature Lover,Budget,outdoor,4,Thenkasi
Papanasam Forest Trekking,Adventure Seeker / Nature Lover,Mid-range,outdoor,5,Thenkasi
Courtallam Nature Photography,Nature Lover / Culture Seeker,Budget,outdoor,4,Thenkasi
Tenkasi Railway Station Heritage,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Thenkasi
Courtallam Film Shooting Locations Tour,Culture Seeker / Nature Lover,Budget,outdoor,4,Thenkasi
Brihadeeswarar Temple (Big Temple),Spiritual Traveler / Culture Seeker,Budget,both,4,Thanjavur
Gangaikonda Cholapuram Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Thanjavur
Airavatesvara Temple Darasuram,Spiritual Traveler / Culture Seeker,Budget,both,3,Thanjavur
Punnainallur Mariamman Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thanjavur
Thanjai Mamani Koil,Spiritual Traveler / Culture Seeker,Budget,both,2,Thanjavur
Swamimalai Murugan Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Thanjavur
Thiruvaiyaru Panchanatheeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Thanjavur
Kumbakonam Temples Circuit,Spiritual Traveler / Culture Seeker,Mid-range,both,6,Thanjavur
Thirubuvanam Kampaheswarar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thanjavur
Nageswaraswamy Temple Kumbakonam,Spiritual Traveler / Culture Seeker,Budget,both,2,Thanjavur
Thanjavur Maratha Palace,Culture Seeker / Budget Backpacker,Budget,indoor,3,Thanjavur
Saraswathi Mahal Library,Culture Seeker / Budget Backpacker,Budget,indoor,2,Thanjavur
Sangeetha Mahal,Culture Seeker / Budget Backpacker,Budget,indoor,1,Thanjavur
Durbar Hall (Palace Complex),Culture Seeker / Budget Backpacker,Budget,indoor,1,Thanjavur
Bell Tower (Palace),Culture Seeker / Adventure Seeker,Budget,outdoor,1,Thanjavur
Raja Rajan Chola Art Gallery,Culture Seeker / Budget Backpacker,Budget,indoor,2,Thanjavur
Royal Palace Museum,Culture Seeker / Family Planner,Budget,indoor,2,Thanjavur
District Museum Thanjavur,Culture Seeker / Budget Backpacker,Budget,indoor,2,Thanjavur
Tanjore Painting Art Gallery,Culture Seeker / Shopper,Budget,indoor,2,Thanjavur
Schwartz Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Thanjavur
St. Peter & Paul Church,Spiritual Traveler / Culture Seeker,Budget,both,1,Thanjavur
Sivaganga Park,Nature Lover / Family Planner,Budget,outdoor,2,Thanjavur
Manora Fort & Garden,Culture Seeker / Nature Lover,Budget,outdoor,2,Thanjavur
Raja Serfoji Memorial Hall Garden,Nature Lover / Relaxation Lover,Budget,outdoor,1,Thanjavur
Vijayanagar Fort,Culture Seeker / Adventure Seeker,Budget,outdoor,2,Thanjavur
Danish Fort Tranquebar,Culture Seeker / Budget Backpacker,Mid-range,outdoor,4,Thanjavur
Zion Church Tranquebar,Spiritual Traveler / Culture Seeker,Budget,both,1,Thanjavur
Grand Anicut Canal Street Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Thanjavur
Tanjore Painting Workshops,Culture Seeker / Shopper / Urban Explorer,Budget,indoor,3,Thanjavur
Bronze Casting Centers Swamimalai,Culture Seeker / Shopper,Mid-range,indoor,2,Thanjavur
Thanjavur Silk Saree Shops,Shopper / Urban Explorer,Budget,indoor,2,Thanjavur
Sathars Restaurant,Foodie / Budget Backpacker,Budget,indoor,1,Thanjavur
Hotel Gnanam,Foodie / Culture Seeker,Budget,indoor,1,Thanjavur
Saravana Bhavan Thanjavur,Foodie / Budget Backpacker,Budget,indoor,1,Thanjavur
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,indoor,1,Thanjavur
Sri Krishna Sweets,Foodie / Budget Backpacker,Budget,indoor,1,Thanjavur
Vasantha Bhavan Thanjavur,Foodie / Budget Backpacker,Budget,indoor,1,Thanjavur
Thanjavur Classical Music Festival,Culture Seeker / Spiritual Traveler,Budget,outdoor,3,Thanjavur
Traditional Bharatanatyam Performance,Culture Seeker / Family Planner,Mid-range,indoor,2,Thanjavur
Tanjore Painting Workshop,Culture Seeker / Family Planner,Mid-range,indoor,3,Thanjavur
Grand Anicut (Kallanai Dam),Culture Seeker / Nature Lover,Budget,outdoor,2,Thanjavur
Cauvery River Banks,Nature Lover / Relaxation Lover,Budget,outdoor,2,Thanjavur
Pichavaram Mangrove Forest,Nature Lover / Adventure Seeker,Mid-range,outdoor,4,Thanjavur
Point Calimere Wildlife Sanctuary,Nature Lover / Adventure Seeker,Mid-range,outdoor,5,Thanjavur
Tranquebar Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Thanjavur
Rajali Birds Park,Nature Lover / Family Planner,Budget,outdoor,2,Thanjavur
Thanjavur Heritage Walk,Culture Seeker / Budget Backpacker,Budget,outdoor,3,Thanjavur
Rice Bowl of Tamil Nadu Tour,Culture Seeker / Nature Lover,Budget,outdoor,4,Thanjavur
Nandi Statue at Big Temple,Spiritual Traveler / Culture Seeker,Budget,outdoor,1,Thanjavur
Temple Corridor Paintings,Culture Seeker / Budget Backpacker,Budget,indoor,1,Thanjavur
Vaitheeswaran Koil Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Thanjavur
Alangudi Guru Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thanjavur
Ramaswamy Temple Kumbakonam,Spiritual Traveler / Culture Seeker,Budget,both,2,Thanjavur
Uppiliappan Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Thanjavur
Thirukandiyur Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Thanjavur
Sarangapani Temple Kumbakonam,Spiritual Traveler / Culture Seeker,Budget,both,3,Thanjavur
Chakrapani Temple Kumbakonam,Spiritual Traveler / Culture Seeker,Budget,both,2,Thanjavur
Mahamaham Tank Kumbakonam,Spiritual Traveler / Culture Seeker,Budget,outdoor,2,Thanjavur
Kasi Viswanathar Temple Kumbakonam,Spiritual Traveler / Culture Seeker,Budget,both,2,Thanjavur
Ramalingeswarar Temple Papanasam,Spiritual Traveler / Culture Seeker,Budget,both,2,Thanjavur
Thirumangalakudi Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thanjavur
Thiruvidaimarudur Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thanjavur
Arulmigu Ayyan Thiruvalluvar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Thanjavur
Swami Malai Bronze Workshop,Culture Seeker / Shopper,Mid-range,indoor,2,Thanjavur
Thanjavur Veena Making Workshop,Culture Seeker / Shopper,Budget,indoor,2,Thanjavur
Kumbakonam Coffee Shops,Foodie / Culture Seeker,Budget,indoor,1,Thanjavur
Thirumayam Fort,Culture Seeker / Adventure Seeker,Budget,outdoor,3,Thanjavur
Rajarajan Mani Mandapam,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Thanjavur
Tamil University Museum,Culture Seeker / Budget Backpacker,Budget,indoor,2,Thanjavur
Nayak Durbar Hall Art Museum,Culture Seeker / Budget Backpacker,Budget,indoor,2,Thanjavur
Chola Bronze Collection,Culture Seeker / Budget Backpacker,Budget,indoor,2,Thanjavur
Thanjavur Fort Walls,Culture Seeker / Adventure Seeker,Budget,outdoor,2,Thanjavur
St. Mary's Church Tranquebar,Spiritual Traveler / Culture Seeker,Budget,both,1,Thanjavur
Danish Museum Tranquebar,Culture Seeker / Budget Backpacker,Budget,indoor,2,Thanjavur
Tranquebar Gate,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Thanjavur
Goldsmith Street Tranquebar,Shopper / Culture Seeker,Budget,outdoor,2,Thanjavur
Thiruvarur Thyagaraja Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Thanjavur
Mayiladuthurai Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Thanjavur
Point Calimere Lighthouse,Culture Seeker / Nature Lover,Budget,outdoor,2,Thanjavur
Kodikkarai Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Thanjavur
Vedaranyam Salt Pans,Culture Seeker / Nature Lover,Budget,outdoor,3,Thanjavur
Vedaranyam Salt Satyagraha Memorial,Culture Seeker / Budget Backpacker,Budget,outdoor,1,Thanjavur
Karaikal Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Thanjavur
Poompuhar Beach,Nature Lover / Relaxation Lover,Budget,outdoor,2,Thanjavur
Poompuhar Archaeological Museum,Culture Seeker / Budget Backpacker,Budget,indoor,2,Thanjavur
Silappathikaram Art Gallery,Culture Seeker / Budget Backpacker,Budget,indoor,2,Thanjavur
Kumbakonam Market,Shopper / Urban Explorer / Foodie,Budget,outdoor,2,Thanjavur
Thanjavur Silk Market,Shopper / Urban Explorer,Budget,indoor,2,Thanjavur
Traditional Veena Shops,Shopper / Culture Seeker,Mid-range,indoor,2,Thanjavur
Hotel Sathars Thanjavur,Foodie / Budget Backpacker,Budget,indoor,1,Thanjavur
Thevar's Restaurant,Foodie / Culture Seeker,Budget,indoor,1,Thanjavur
Grand Sweets Thanjavur,Foodie / Budget Backpacker,Budget,indoor,1,Thanjavur
Junior Kuppanna Thanjavur,Foodie / Culture Seeker,Mid-range,indoor,1,Thanjavur
Kumbakonam Filter Coffee Shops,Foodie / Culture Seeker,Budget,indoor,1,Thanjavur
Thanjavur Thalappakatti Biryani,Foodie / Culture Seeker,Mid-range,indoor,1,Thanjavur
Cauvery Delta Village Tour,Culture Seeker / Nature Lover,Budget,outdoor,4,Thanjavur
Thanjavur Musical Instrument Market,Shopper / Culture Seeker,Mid-range,indoor,2,Thanjavur
Thiruvaiyaru Music Festival Ground,Culture Seeker / Spiritual Traveler,Budget,outdoor,2,Thanjavur
Thanjavur Photography Tour,Culture Seeker / Budget Backpacker,Budget,outdoor,4,Thanjavur
Traditional Dance School Visit,Culture Seeker / Family Planner,Budget,indoor,2,Thanjavur
Nellaiappar Temple,Spiritual Traveler / Culture Seeker,Budget,both,4,Tirunelveli
Krishnapuram Venkatachalapathy Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Tirunelveli
Sankaranarayana Temple Sankara Nagar,Spiritual Traveler / Culture Seeker,Budget,both,3,Tirunelveli
Arulmigu Krishnapuram Anchaneyar Temple,Spiritual Traveler / Culture Seeker,Budget,both,2,Tirunelveli
Papavinasam Temple,Spiritual Traveler / Nature Lover,Budget,both,2,Tirunelveli
Athankarai Pallivasal,Spiritual Traveler / Culture Seeker,Budget,outdoor,2,Tirunelveli
Suyambulingaswamy Temple Sivagiri,Spiritual Traveler / Culture Seeker,Budget,both,3,Tirunelveli
Nanguneri Sree Vaishnava Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Tirunelveli
Thirukkurungudi Nambi Temple,Spiritual Traveler / Culture Seeker,Budget,both,3,Tirunelveli
Sri Kumaraswamy Temple Kutralam,Spiritual Traveler / Nature Lover,Budget,both,2,Tirunelveli
Agasthiyar Falls (Papanasam Falls),Nature Lover / Adventure Seeker,Budget,outdoor,4,Tirunelveli
Manimuthar Waterfalls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Tirunelveli
Banatheertham Falls,Nature Lover / Spiritual Traveler,Budget,outdoor,3,Tirunelveli
Karaiyar Falls,Nature Lover / Adventure Seeker,Budget,outdoor,3,Tirunelveli
Papanasam Dam (Karaiyar Dam),Nature Lover / Family Planner,Budget,outdoor,3,Tirunelveli
Manimuthar Dam,Nature Lover / Family Planner,Budget,outdoor,3,Tirunelveli
Mekkara Dam,Nature Lover / Relaxation Lover,Budget,outdoor,2,Tirunelveli
Servalar Dam,Nature Lover / Romantic Couple,Budget,outdoor,2,Tirunelveli
Kalakkad Mundanthurai Tiger Reserve,Nature Lover / Adventure Seeker,Mid-range,outdoor,6,Tirunelveli
Kalakkad Wildlife Sanctuary,Nature Lover / Adventure Seeker,Mid-range,outdoor,5,Tirunelveli
Kattabomman Memorial Fort,Culture Seeker / Budget Backpacker,Budget,outdoor,3,Tirunelveli
Panchalankurichi Fort,Culture Seeker / Budget Backpacker,Budget,outdoor,2,Tirunelveli
Kazhugumalai Jain Temple & Rock-Cut Cave,Culture Seeker / Adventure Seeker,Budget,outdoor,3,Tirunelveli
Kappal Matha Church (Ship Church),Spiritual Traveler / Culture Seeker,Budget,both,2,Tirunelveli
St. Joseph's Church Palayamkottai,Spiritual Traveler / Culture Seeker,Budget,both,1,Tirunelveli
CSI Zion Church Palayamkottai,Spiritual Traveler / Culture Seeker,Budget,both,1,Tirunelveli
District Science Centre,Culture Seeker / Family Planner,Budget,indoor,3,Tirunelveli
Thamirabarani River Bank,Nature Lover / Relaxation Lover,Budget,outdoor,2,Tirunelveli
