place_name,category,cost_category,suitable_for,duration_hours,timing,destination_city
Vellingiri Hills Trekking,Adventure Seeker / Spiritual Traveler,Mid-range,Couple / Family,8,04:00-12:00,Coimbatore
Rock Climbing at Marudhamalai,Adventure Seeker / Nature Lover,Budget,Couple,3,07:00-17:00,Coimbatore
Kovai Courtallam River,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,08:00-18:00,Coimbatore
Mahatma Gandhi Memorial,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,1,09:00-17:00,Coimbatore
Singanallur Lake,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-19:00,Coimbatore
Race Course,Nature Lover / Family Planner,Budget,Family,2,06:00-20:00,Coimbatore
Codissia Trade Fair Complex,Culture Seeker / Shopper / Urban Explorer,Budget,Couple / Family,3,10:00-20:00,Coimbatore
Black Thunder Mountain,Adventure Seeker / Nature Lover,Budget,Couple / Family,3,08:00-17:00,Coimbatore
Sri Ranganathaswamy Temple Srirangam,Spiritual Traveler / Culture Seeker,Budget,Family,4,06:00-21:00,Tiruchirappalli
Rock Fort Temple (Ucchi Pillayar),Spiritual Traveler / Adventure Seeker,Budget,Couple / Family,3,06:00-20:00,Tiruchirappalli
Thayumanaswamy Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Tiruchirappalli
Jambukeswarar Temple (Thiruvanaikaval),Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:30, 16:00-20:30",Tiruchirappalli
Samayapuram Mariamman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,06:00-21:00,Tiruchirappalli
Erumbeeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,06:00-20:00,Tiruchirappalli
Brahmapureeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Tiruchirappalli
Vekkali Amman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Tiruchirappalli
Sri Subramanya Swamy Temple Vayalur,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Tiruchirappalli
Thirunedungulam Nathar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Tiruchirappalli
St. Lourdes Church,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Tiruchirappalli
St. Joseph's Church,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-19:00,Tiruchirappalli
Natharsha Dargah,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-20:00,Tiruchirappalli
Kallanai Dam (Grand Anicut),Culture Seeker / Nature Lover,Budget,Couple / Family,2,06:00-18:00,Tiruchirappalli
Upper Anaicut (Mukkombu),Nature Lover / Family Planner,Budget,Family,3,08:00-18:00,Tiruchirappalli
Puliyancholai Falls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Tiruchirappalli
Agaya Gangai Waterfalls,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,4,08:00-17:00,Tiruchirappalli
Pachamalai Hills,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,6,06:00-18:00,Tiruchirappalli
Kolli Hills,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,8,06:00-18:00,Tiruchirappalli
Government Museum Trichy,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Tiruchirappalli
Railway Museum Trichy,Culture Seeker / Family Planner,Budget,Family,2,10:00-17:00,Tiruchirappalli
Anna Science Centre & Planetarium,Culture Seeker / Family Planner,Budget,Family,3,10:00-18:00,Tiruchirappalli
Butterfly Park Srirangam,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Tiruchirappalli
Trichy Birds Park,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Tiruchirappalli
Anna Memorial Park,Nature Lover / Relaxation Lover,Budget,Family,1,06:00-20:00,Tiruchirappalli
Children's Park Trichy,Family Planner / Nature Lover,Budget,Family,1,09:00-19:00,Tiruchirappalli
Chokkanatha Nayak Palace,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Tiruchirappalli
Chinna Kadai Street,Shopper / Urban Explorer,Budget,Family,2,10:00-21:00,Tiruchirappalli
Big Bazaar Street,Shopper / Urban Explorer / Foodie,Budget,Family,2,09:00-21:00,Tiruchirappalli
Trichy Main Guard Gate Market,Shopper / Urban Explorer / Culture Seeker,Budget,Family,2,09:00-21:00,Tiruchirappalli
Puthur Market,Shopper / Urban Explorer,Budget,Family,2,08:00-20:00,Tiruchirappalli
Femina Shopping Mall,Shopper / Urban Explorer,Mid-range,Couple / Family,3,10:00-22:00,Tiruchirappalli
Vasantha Bhavan,Foodie / Budget Backpacker,Budget,Just Me / Family,1,06:30-22:30,Tiruchirappalli
Sangeetha Restaurant Trichy,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Tiruchirappalli
Hotel Kannappa,Foodie / Culture Seeker,Mid-range,Family,1,11:00-23:00,Tiruchirappalli
Saravana Bhavan Trichy,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Tiruchirappalli
Diana Restaurant,Foodie / Romantic Couple,Mid-range,Couple,2,11:00-23:00,Tiruchirappalli
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,Family,1,07:00-23:00,Tiruchirappalli
Rock Fort Climb (437 Steps),Adventure Seeker / Spiritual Traveler,Budget,Couple / Family,2,06:00-20:00,Tiruchirappalli
Kaveri River Boating,Adventure Seeker / Family Planner,Budget,Family,1,09:00-18:00,Tiruchirappalli
Teppakulam Temple Tank,Nature Lover / Spiritual Traveler,Budget,Couple / Family,1,06:00-19:00,Tiruchirappalli
Kaveri River Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-19:00,Tiruchirappalli
Gandhi Market Complex,Shopper / Urban Explorer / Culture Seeker,Budget,Family,2,08:00-20:00,Tiruchirappalli
Trichy Airport Viewing Area,Culture Seeker / Family Planner,Budget,Family,1,Open 24 hours,Tiruchirappalli
Ucchi Pillayar Rockfort Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-20:00,Tiruchirappalli
Cauvery Delta Region Tour,Culture Seeker / Nature Lover,Mid-range,Couple / Family,5,08:00-17:00,Tiruchirappalli
Woraiyur Ancient Chola Capital,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Tiruchirappalli
Trichy Heritage Walk,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,3,08:00-11:00,Tiruchirappalli
Srirangam Island,Spiritual Traveler / Nature Lover,Budget,Couple / Family,4,06:00-20:00,Tiruchirappalli
Trichy Trade Centre,Shopper / Urban Explorer,Mid-range,Family,2,10:00-21:00,Tiruchirappalli
Pasupatheswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Karur
Kalyana Venkataramana Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,06:00-20:00,Karur
Arulmigu Kalyana Pasupatheswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Karur
Sadasiva Brahmendra Samadhi Nerur,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,06:00-20:00,Karur
Kashi Vishwanatha Temple Nerur,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Karur
Mariamman Temple Karur,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Karur
Vennamalai Murugan Temple,Spiritual Traveler / Adventure Seeker,Budget,Family,3,06:00-20:00,Karur
Thirumukkoodalur Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Karur
Pugazhimalai Murugan Temple,Spiritual Traveler / Adventure Seeker,Budget,Family,3,06:00-20:00,Karur
Amrithagateswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,06:00-20:00,Karur
Mayanur Dam & Barrage,Nature Lover / Family Planner,Budget,Family,3,06:00-18:00,Karur
Ponnaniyaru Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,3,06:00-18:00,Karur
Aathupalayam Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,08:00-18:00,Karur
Kovilur Dam,Nature Lover / Family Planner,Budget,Family,2,06:00-18:00,Karur
Amaravathi River Check Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Karur
Pugalur Dam,Nature Lover / Romantic Couple,Budget,Couple,2,06:00-18:00,Karur
Amaravathi Children's Park,Family Planner / Nature Lover,Budget,Family,2,09:00-19:00,Karur
Rajaji Park Karur,Nature Lover / Family Planner,Budget,Family,1,06:00-20:00,Karur
Mayanur Check Dam Park,Nature Lover / Family Planner,Budget,Family,2,08:00-18:00,Karur
Children's Park Karur,Family Planner / Nature Lover,Budget,Family,1,09:00-19:00,Karur
Karur Government Museum,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Karur
Karur Fort Ruins,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-18:00,Karur
Amaravathi River Bank,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-19:00,Karur
Kaveri River View Point,Nature Lover / Romantic Couple,Budget,Couple,1,06:00-19:00,Karur
Nerur River Bank,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-18:00,Karur
Amaravathi River Bed Archaeological Site,Culture Seeker / Nature Lover,Budget,Couple / Family,2,08:00-17:00,Karur
Karur Home Textile Market,Shopper / Urban Explorer / Culture Seeker,Budget,Family,3,09:00-21:00,Karur
Karur Main Bazaar,Shopper / Urban Explorer / Foodie,Budget,Family,2,09:00-21:00,Karur
Textile Showrooms Karur,Shopper / Urban Explorer,Budget,Family,2,10:00-20:00,Karur
Handloom Weaving Centers,Culture Seeker / Shopper / Urban Explorer,Budget,Couple / Family,2,09:00-18:00,Karur
Vasantha Bhavan Karur,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Karur
Hotel Radhika,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Karur
Saravana Bhavan Karur,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Karur
A2B Adyar Ananda Bhavan,Foodie / Budget Backpacker,Budget,Family,1,07:00-23:00,Karur
Ponnusamy Restaurant,Foodie / Culture Seeker,Mid-range,Family,1,11:00-23:00,Karur
Sri Krishna Sweets,Foodie / Budget Backpacker,Budget,Just Me / Family,1,08:00-22:00,Karur
Karur Agricultural Farm Tour,Culture Seeker / Nature Lover,Budget,Family,3,09:00-16:00,Karur
Coconut Grove Visit,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,08:00-17:00,Karur
Karur-Trichy Railway Bridge View,Culture Seeker / Nature Lover,Budget,Couple / Family,1,06:00-19:00,Karur
Amaravathi Bridge,Culture Seeker / Urban Explorer,Budget,Couple / Family,1,06:00-19:00,Karur
Kaveri Bridge Karur,Nature Lover / Urban Explorer,Budget,Couple / Family,1,06:00-19:00,Karur
Karur Agraharam Heritage Walk,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,2,08:00-11:00,Karur
Ancient Sangam Era Sites,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Karur
Kodumudi Temples,Spiritual Traveler / Culture Seeker,Budget,Family,3,06:00-20:00,Karur
Velayuthampalayam Village Tour,Culture Seeker / Nature Lover,Budget,Couple / Family,3,09:00-17:00,Karur
Evening Walk at Amaravathi Banks,Relaxation Lover / Nature Lover,Budget,Couple / Family,1,17:00-19:00,Karur
Bird Watching at Mayanur,Nature Lover / Adventure Seeker,Budget,Couple / Family,2,06:00-09:00,Karur
Textile Factory Tour,Culture Seeker / Urban Explorer,Budget,Couple / Family,2,10:00-17:00,Karur
Karur Bus Stand Market,Shopper / Urban Explorer / Foodie,Budget,Family,2,08:00-21:00,Karur
Rural Crafts Center Karur,Culture Seeker / Shopper / Urban Explorer,Budget,Family,2,10:00-18:00,Karur  
Promenade Beach (Rock Beach),Nature Lover / Relaxation Lover,Budget,Couple / Family,2,Open 24 hours,Pondicherry
Paradise Beach (Plage Paradiso),Nature Lover / Adventure Seeker,Mid-range,Couple / Family,4,09:00-17:00,Pondicherry
Auroville Beach,Nature Lover / Relaxation Lover,Budget,Couple,2,06:00-19:00,Pondicherry
Serenity Beach,Adventure Seeker / Nature Lover,Budget,Couple / Family,3,06:00-19:00,Pondicherry
Quiet Beach (Repos Beach),Nature Lover / Romantic Couple,Budget,Couple,2,06:00-19:00,Pondicherry
Sri Aurobindo Ashram,Spiritual Traveler / Relaxation Lover,Budget,Couple / Family,2,"08:00-12:00, 14:00-18:00",Pondicherry
Auroville & Matrimandir,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,4,09:00-17:00,Pondicherry
Manakula Vinayagar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"05:45-12:30, 16:00-21:00",Pondicherry
Sri Varadaraja Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Pondicherry
Vedapureeswarar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Pondicherry
Basilica of the Sacred Heart of Jesus,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,05:00-19:30,Pondicherry
Immaculate Conception Cathedral,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,"07:00-12:00, 15:00-20:00",Pondicherry
Notre Dame des Anges Church,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-18:00,Pondicherry
Church of Our Lady of Angels,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-18:00,Pondicherry
French Quarter (White Town),Culture Seeker / Romantic Couple,Budget,Couple,3,Open 24 hours,Pondicherry
French War Memorial,Culture Seeker / Budget Backpacker,Budget,Couple / Family,1,Open 24 hours,Pondicherry
Aayi Mandapam,Culture Seeker / Budget Backpacker,Budget,Couple / Family,1,Open 24 hours,Pondicherry
Old Lighthouse,Culture Seeker / Adventure Seeker,Budget,Couple / Family,1,15:00-17:00,Pondicherry
Pondicherry Museum,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,10:00-17:00,Pondicherry
Jawahar Toy Museum,Culture Seeker / Family Planner,Budget,Family,2,10:00-17:00,Pondicherry
Cluny Embroidery Centre,Culture Seeker / Shopper,Budget,Couple / Family,2,"09:00-12:00, 15:00-18:00",Pondicherry
Botanical Garden,Nature Lover / Family Planner,Budget,Family,2,10:00-17:00,Pondicherry
Bharathi Park (Government Park),Nature Lover / Relaxation Lover,Budget,Family,1,06:00-20:00,Pondicherry
Ousteri Lake & National Park,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,06:00-18:00,Pondicherry
Chunnambar Backwater,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,3,09:00-18:00,Pondicherry
Arikamedu Archaeological Site,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,10:00-17:00,Pondicherry
Dupleix Park,Nature Lover / Relaxation Lover,Budget,Family,1,06:00-20:00,Pondicherry
Café des Arts,Foodie / Romantic Couple,Mid-range,Couple,2,08:00-22:00,Pondicherry
Baker Street,Foodie / Budget Backpacker,Budget,Just Me / Couple,1,08:00-22:00,Pondicherry
Le Café,Foodie / Romantic Couple,Mid-range,Couple,2,08:00-23:00,Pondicherry
Villa Shanti,Foodie / Romantic Couple,Premium,Couple,2,"12:00-15:00, 19:00-23:00",Pondicherry
Surguru Restaurant,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Pondicherry
Bread & Baguette,Foodie / Budget Backpacker,Budget,Just Me / Couple,1,08:00-21:00,Pondicherry
Kasha Ki Aasha,Foodie / Romantic Couple,Mid-range,Couple,2,10:00-22:00,Pondicherry
Goubert Market (Grand Bazaar),Shopper / Urban Explorer / Foodie,Budget,Family,2,06:00-20:00,Pondicherry
Mission Street Shopping,Shopper / Urban Explorer,Budget,Couple / Family,2,10:00-20:00,Pondicherry
Nehru Street Market,Shopper / Urban Explorer,Budget,Family,2,09:00-21:00,Pondicherry
Scuba Diving at Temple Reef,Adventure Seeker / Nature Lover,Premium,Couple,4,08:00-16:00,Pondicherry
Surfing at Serenity Beach,Adventure Seeker / Nature Lover,Mid-range,Just Me / Couple,3,07:00-18:00,Pondicherry
Kayaking at Chunnambar,Adventure Seeker / Family Planner,Mid-range,Couple / Family,2,09:00-17:00,Pondicherry
Cycling Tour of French Quarter,Adventure Seeker / Culture Seeker,Budget,Just Me / Couple,3,07:00-11:00,Pondicherry
Auroville Bakery & Cafeteria,Foodie / Culture Seeker,Budget,Couple / Family,2,08:00-20:00,Pondicherry
French Institute (Alliance Française),Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,2,09:00-18:00,Pondicherry
Bharati Museum & Gallery,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,10:00-17:00,Pondicherry
Gandhi Statue & Memorial,Culture Seeker / Budget Backpacker,Budget,Family,1,Open 24 hours,Pondicherry
Paradise Island (Chunnambar),Nature Lover / Adventure Seeker,Mid-range,Couple / Family,3,09:00-17:00,Pondicherry
House of Hidesign,Shopper / Urban Explorer,Mid-range,Couple / Family,1,10:00-20:00,Pondicherry
Seagulls Restaurant & Bar,Foodie / Romantic Couple,Mid-range,Couple,2,12:00-23:00,Pondicherry
Pondy Marina,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,06:00-19:00,Pondicherry
Pondicherry Heritage Walk,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,3,08:00-11:00,Pondicherry
Meenakshi Amman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,4,"05:00-12:30, 16:00-21:30",Madurai
Thiruparankundram Murugan Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,06:00-20:30,Madurai
Alagar Kovil (Kallazhagar Temple),Spiritual Traveler / Nature Lover,Budget,Family,3,"06:00-12:00, 16:00-20:00",Madurai
Koodal Azhagar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"05:30-12:00, 16:00-21:00",Madurai
Pazhamudhir Solai (Murugan Temple),Spiritual Traveler / Nature Lover,Budget,Family,3,06:00-20:00,Madurai
Thirumohor Kalamega Perumal Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Madurai
Sri Soundararajaperumal Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Madurai
Vandiyur Mariamman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Madurai
Thirumalai Nayakkar Mahal (Palace),Culture Seeker / Budget Backpacker,Budget,Couple / Family,3,"09:00-13:00, 14:00-17:00",Madurai
Thousand Pillar Hall (Aayiram Kaal Mandapam),Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:00-17:00,Madurai
Pudhu Mandapam (Shopping Hall),Culture Seeker / Shopper / Urban Explorer,Budget,Family,2,Open 24 hours,Madurai
St. Mary's Cathedral Church,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,06:00-20:00,Madurai
Kazimar Big Mosque,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,05:00-21:00,Madurai
Maqbara Mosque,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,1,05:00-21:00,Madurai
Gandhi Memorial Museum,Culture Seeker / Budget Backpacker,Budget,Couple / Family,3,"10:00-13:00, 14:00-17:45",Madurai
Government Museum Madurai,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,09:30-17:30,Madurai
Vaigai Dam,Nature Lover / Family Planner,Budget,Family,3,08:00-18:00,Madurai
Samanar Hills,Adventure Seeker / Culture Seeker,Budget,Couple / Family,3,06:00-18:00,Madurai
Kutladampatti Falls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Madurai
Meghamalai Wildlife Sanctuary,Nature Lover / Adventure Seeker,Mid-range,Couple / Family,5,06:00-17:00,Madurai
Vandiyur Mariamman Teppakulam,Nature Lover / Spiritual Traveler,Budget,Couple / Family,2,06:00-19:00,Madurai
Vaigai River View,Nature Lover / Relaxation Lover,Budget,Couple / Family,1,06:00-19:00,Madurai
Athisayam Amusement Park,Family Planner / Adventure Seeker,Mid-range,Family,5,10:00-19:00,Madurai
Eco Park Madurai,Nature Lover / Family Planner,Budget,Family,2,09:00-19:00,Madurai
Meenakshi Temple Market Area,Shopper / Urban Explorer / Foodie,Budget,Family,3,08:00-21:00,Madurai
Town Hall Market,Shopper / Urban Explorer,Budget,Family,2,09:00-21:00,Madurai
East Gate Street Shopping,Shopper / Urban Explorer,Budget,Couple / Family,2,10:00-21:00,Madurai
Vilakkuthoon Market,Shopper / Urban Explorer / Culture Seeker,Budget,Family,2,08:00-20:00,Madurai
Murugan Idli Shop,Foodie / Budget Backpacker,Budget,Just Me / Family,1,06:00-22:00,Madurai
Kumar Mess,Foodie / Culture Seeker,Budget,Family,1,"11:00-15:00, 19:00-22:00",Madurai
Sree Sabarees,Foodie / Budget Backpacker,Budget,Just Me / Family,1,06:30-22:30,Madurai
Amsavalli Bhavan,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Madurai
Konar Kadai (Mutton Stall),Foodie / Culture Seeker,Budget,Just Me / Couple,1,10:00-23:00,Madurai
Heritage Madurai Restaurant,Foodie / Romantic Couple,Mid-range,Couple,2,12:00-23:00,Madurai
Meenakshi Temple Evening Ceremony,Spiritual Traveler / Culture Seeker,Budget,Family,1,21:00-22:00,Madurai
Thirumalai Nayak Palace Light & Sound Show,Culture Seeker / Family Planner,Budget,Family,1,"18:45-19:30 (English), 20:15-21:00 (Tamil)",Madurai
Alagar Hills Trekking,Adventure Seeker / Spiritual Traveler,Budget,Couple / Family,4,06:00-12:00,Madurai
Keelakuyilkudi Jain Caves,Culture Seeker / Adventure Seeker,Budget,Couple / Family,2,08:00-17:00,Madurai
Ancient Inscriptions at Samanar Hills,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,06:00-18:00,Madurai
Rajaji Park,Nature Lover / Family Planner,Budget,Family,1,06:00-20:00,Madurai
Tamukkam Ground,Culture Seeker / Family Planner,Budget,Family,1,Open 24 hours,Madurai
Gopuram View from Temple Terrace,Culture Seeker / Nature Lover,Budget,Couple / Family,1,09:00-17:00,Madurai
Vaigai Dam Sunset Point,Nature Lover / Romantic Couple,Budget,Couple,1,17:00-19:00,Madurai
Madurai Silk Saree Weaving Center,Culture Seeker / Shopper / Urban Explorer,Budget,Couple / Family,2,10:00-18:00,Madurai
Handloom Co-operative Society,Shopper / Culture Seeker,Budget,Family,2,10:00-19:00,Madurai
Madurai Flower Market,Culture Seeker / Shopper / Urban Explorer,Budget,Couple / Family,2,04:00-10:00,Madurai
Banana Market Madurai,Culture Seeker / Shopper,Budget,Family,1,06:00-19:00,Madurai
Madurai Heritage Walk,Culture Seeker / Budget Backpacker,Budget,Just Me / Couple,3,07:00-10:00,Madurai
Village Tourism near Madurai,Culture Seeker / Nature Lover,Budget,Couple / Family,4,09:00-17:00,Madurai
Main Falls (Peraruvi) Courtallam,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,06:00-18:00,Thenkasi
Five Falls (Aintharuvi) Courtallam,Nature Lover / Family Planner,Budget,Family,3,06:00-18:00,Thenkasi
Old Courtallam Falls,Nature Lover / Relaxation Lover,Budget,Couple / Family,3,07:00-18:00,Thenkasi
Shenbagadevi Falls,Nature Lover / Spiritual Traveler,Budget,Couple / Family,3,07:00-17:00,Thenkasi
Small Falls (Chitraruvi),Nature Lover / Family Planner,Budget,Family,2,07:00-18:00,Thenkasi
Tiger Falls (Puliyaruvi),Adventure Seeker / Nature Lover,Budget,Couple / Family,3,08:00-17:00,Thenkasi
Honey Falls (Thenaruvi),Adventure Seeker / Nature Lover,Budget,Couple,3,08:00-16:00,Thenkasi
Agasthiyar Falls,Adventure Seeker / Nature Lover,Mid-range,Couple / Family,4,08:00-16:00,Thenkasi
Manimuthar Waterfalls,Nature Lover / Adventure Seeker,Budget,Couple / Family,3,08:00-17:00,Thenkasi
Kasi Viswanathar Temple Tenkasi,Spiritual Traveler / Culture Seeker,Budget,Family,3,"05:30-12:30, 16:00-21:00",Thenkasi
Thirukutralanathar Temple Courtallam,Spiritual Traveler / Culture Seeker,Budget,Family,2,"06:00-12:00, 16:00-20:00",Thenkasi
Thirumalai Kovil (Panpoli),Spiritual Traveler / Nature Lover,Budget,Family,3,06:00-20:00,Thenkasi
Sankaranarayana Swamy Temple,Spiritual Traveler / Culture Seeker,Budget,Family,3,"06:00-12:00, 16:00-20:00",Thenkasi
Kulasekharanathar Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Thenkasi
Shenbagadevi Amman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Thenkasi
Kannimaramman Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Thenkasi
Ayikudi Balasubramanya Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Thenkasi
Sivasailam Temple,Spiritual Traveler / Culture Seeker,Budget,Family,2,06:00-20:00,Thenkasi
Chitra Sabai Temple,Spiritual Traveler / Culture Seeker,Budget,Couple / Family,2,06:00-20:00,Thenkasi
Papanasam Dam,Nature Lover / Family Planner,Budget,Family,3,08:00-18:00,Thenkasi
Manimuthar Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,3,08:00-18:00,Thenkasi
Gundaru Dam,Nature Lover / Romantic Couple,Budget,Couple / Family,2,08:00-18:00,Thenkasi
Karuppanadhi Dam,Nature Lover / Relaxation Lover,Budget,Couple / Family,2,08:00-18:00,Thenkasi
Thirumalapuram Rock-Cut Cave Temples,Culture Seeker / Adventure Seeker,Budget,Couple / Family,3,09:00-17:00,Thenkasi
Siva Gangai Waterfalls & Temple,Spiritual Traveler / Nature Lover,Budget,Couple / Family,3,07:00-17:00,Thenkasi
Western Ghats Viewpoint,Nature Lover / Romantic Couple,Budget,Couple,2,06:00-18:00,Thenkasi
Thoranamali Hills Trekking,Adventure Seeker / Nature Lover,Budget,Couple / Family,4,06:00-12:00,Thenkasi
Mekkarai Amusement Park,Family Planner / Adventure Seeker,Mid-range,Family,4,10:00-19:00,Thenkasi
Eco Park Courtallam,Nature Lover / Family Planner,Budget,Family,2,09:00-18:00,Thenkasi
Sundarapandiyapuram Agraharam,Culture Seeker / Budget Backpacker,Budget,Couple / Family,2,08:00-18:00,Thenkasi
Anniyan Para (Film Location),Culture Seeker / Nature Lover,Budget,Couple / Family,2,08:00-18:00,Thenkasi
Mekkarai Village Tour,Culture Seeker / Nature Lover,Budget,Couple / Family,3,09:00-17:00,Thenkasi
Sambavar Vadakarai (Sunflower Fields),Nature Lover / Romantic Couple,Budget,Couple,2,07:00-18:00,Thenkasi
Tenkasi Main Market,Shopper / Urban Explorer / Foodie,Budget,Family,2,08:00-21:00,Thenkasi
Courtallam Market Area,Shopper / Urban Explorer,Budget,Family,2,08:00-20:00,Thenkasi
Herbal Products Market,Shopper / Culture Seeker,Budget,Couple / Family,2,09:00-20:00,Thenkasi
Courtallam Local Food Stalls,Foodie / Culture Seeker,Budget,Family,1,08:00-20:00,Thenkasi
Saravana Bhavan Tenkasi,Foodie / Budget Backpacker,Budget,Just Me / Family,1,07:00-22:00,Thenkasi
Hotel Aryaas Tenkasi,Foodie / Budget Backpacker,Budget,Family,1,07:00-22:00,Thenkasi
Tenkasi Biryani Center,Foodie / Budget Backpacker,Budget,Just Me / Family,1,11:00-22:00,Thenkasi
Sri Krishna Sweets,Foodie / Budget Backpacker,Budget,Just Me / Family,1,08:00-22:00,Thenkasi
